id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,natural_log,log_base2,log_base10
1634,527184020,120,3,38.0,4740,0,3,4,4,5,1,3,7,7,5,1.0,8,5,1988,1988,2,8,12,12,0.0,0.0,4,3,5,4.0,3.0,4.0,6.0,248.0,1.0,0.0,918.0,1166.0,5,4,1,5,1179,0,0,1179,1.0,0.0,2,0,2,1,3,5,8,0,0.0,5.0,1988.0,2.0,2.0,480.0,3.0,3.0,3,0,108,0,0,135,0,0.0,0,10,2007,10,182000,12.111761966058932,17.47357892486078,5.260071387985075
1974,902100010,30,2,60.0,6978,0,4,3,4,5,1,8,9,7,1,1.0,5,7,1926,1980,2,8,9,9,0.0,0.0,4,4,6,3.0,3.0,1.0,1.0,0.0,1.0,0.0,850.0,850.0,5,3,1,5,960,0,0,960,0.0,0.0,1,0,2,1,3,5,8,0,0.0,1.0,1981.0,2.0,2.0,576.0,3.0,3.0,3,0,0,116,0,0,0,0.0,0,4,2007,10,103000,11.542484267211773,16.652284811845306,5.012837224705172
1764,528327060,20,3,0.0,11400,0,4,4,4,5,1,12,7,7,1,1.0,10,5,2001,2002,4,8,3,3,3.0,705.0,5,3,4,5.0,3.0,4.0,6.0,1282.0,1.0,0.0,1351.0,2633.0,5,5,1,5,2633,0,0,2633,1.0,0.0,2,1,2,1,5,8,8,2,4.0,5.0,2001.0,2.0,3.0,804.0,3.0,3.0,3,314,140,0,0,0,0,0.0,0,3,2007,10,466500,13.053013299269535,18.831517555513845,5.668851648082518
634,535154130,20,3,66.0,9240,0,3,4,4,5,1,9,7,7,1,1.0,6,8,1959,1998,4,8,9,9,0.0,0.0,4,3,5,3.0,3.0,1.0,5.0,708.0,1.0,0.0,280.0,988.0,5,3,1,5,988,0,0,988,1.0,0.0,2,0,3,1,4,6,8,0,0.0,5.0,1959.0,1.0,1.0,297.0,3.0,3.0,3,156,0,0,0,0,0,0.0,0,6,2009,10,149500,11.915051671812877,17.189785958860192,5.174641192660449
1683,527455030,120,3,24.0,2304,0,4,4,4,5,1,11,7,7,4,1.0,7,7,1978,1978,2,8,7,15,0.0,0.0,3,3,5,4.0,3.0,1.0,6.0,632.0,1.0,6.0,423.0,1061.0,5,3,1,5,1055,0,0,1055,0.0,0.0,2,0,2,1,3,4,8,0,0.0,5.0,1978.0,1.0,1.0,319.0,3.0,3.0,3,108,32,0,0,0,0,0.0,0,4,2007,10,142500,11.867097278690842,17.12060239371419,5.153814864344529
2199,909251030,30,3,54.0,7223,0,4,4,4,5,1,22,7,7,1,1.0,5,5,1926,1950,4,8,4,7,0.0,0.0,3,3,4,3.0,3.0,2.0,4.0,319.0,1.0,0.0,971.0,1290.0,5,3,1,5,1422,0,0,1422,0.0,0.0,1,0,3,1,3,6,8,0,0.0,1.0,1973.0,1.0,1.0,352.0,3.0,3.0,3,0,0,64,0,0,0,3.0,0,4,2007,10,136500,11.824079893607152,17.05854142558194,5.135132651376775
2789,907230240,160,4,0.0,3612,0,3,4,4,5,1,16,7,7,4,2.0,6,5,1993,1994,2,8,3,3,0.0,0.0,3,3,4,4.0,3.0,1.0,6.0,338.0,1.0,0.0,292.0,630.0,5,5,1,5,630,690,0,1320,0.0,0.0,2,1,3,1,3,5,8,0,0.0,1.0,1993.0,1.0,2.0,484.0,3.0,3.0,3,0,48,0,0,0,0,3.0,0,6,2006,10,137000,11.827736204810263,17.063816367622614,5.136720567156407
1018,527301245,20,3,63.0,12680,0,3,4,4,5,1,9,7,7,1,1.0,7,6,1988,1988,2,8,7,2,3.0,102.0,4,3,5,4.0,4.0,2.0,6.0,983.0,1.0,0.0,692.0,1675.0,5,5,1,5,1688,0,0,1688,1.0,0.0,2,0,2,1,5,6,8,1,5.0,5.0,1988.0,2.0,2.0,528.0,3.0,3.0,3,0,48,0,0,141,0,0.0,0,6,2008,10,226500,12.330500223905226,17.789151524708323,5.355068206348851
14,527180040,20,3,85.0,10176,0,4,4,4,5,1,20,7,7,1,1.0,7,5,1990,1990,2,8,11,11,0.0,0.0,3,3,4,4.0,3.0,4.0,6.0,637.0,1.0,0.0,663.0,1300.0,5,4,1,5,1341,0,0,1341,1.0,0.0,1,1,2,1,4,5,8,1,1.0,5.0,1990.0,1.0,2.0,506.0,3.0,3.0,3,192,0,0,0,0,0,0.0,0,2,2010,10,171500,12.052338545588132,17.387849050834898,5.2342641243787895
2782,907200170,80,3,55.0,10780,0,3,4,4,5,1,23,7,7,1,4.0,5,5,1976,1976,2,8,9,9,0.0,0.0,3,3,5,3.0,3.0,3.0,5.0,483.0,1.0,0.0,428.0,911.0,5,4,1,5,954,0,0,954,0.0,0.0,1,0,3,1,3,6,8,0,0.0,1.0,1976.0,1.0,2.0,576.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0,7,2006,10,132500,11.794337924408413,17.015632834112647,5.122215878272827
1175,533234020,60,1,79.0,10646,0,3,4,4,4,1,4,7,7,1,2.0,7,5,2001,2001,2,8,3,3,3.0,513.0,3,3,4,3.0,3.0,1.0,6.0,681.0,1.0,0.0,177.0,858.0,5,5,1,5,872,917,0,1789,1.0,0.0,2,1,3,1,3,7,8,1,3.0,5.0,2001.0,3.0,2.0,546.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0,6,2008,10,223000,12.314927050442256,17.76668418458239,5.348304863048161
1232,535105060,20,3,80.0,8400,0,4,4,4,5,1,9,7,7,1,1.0,6,9,1962,2005,2,8,2,2,3.0,237.0,4,4,5,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1319.0,1319.0,5,3,1,5,1537,0,0,1537,1.0,0.0,1,1,3,1,4,7,8,1,4.0,5.0,1962.0,2.0,2.0,462.0,3.0,3.0,3,0,36,0,0,0,0,4.0,0,7,2008,6,174000,12.066810578196666,17.408727780510816,5.2405492482825995
2590,535325450,20,3,85.0,15428,0,4,4,4,5,1,9,7,7,1,1.0,5,6,1951,1991,4,8,9,9,0.0,0.0,3,3,5,3.0,3.0,1.0,3.0,741.0,1.0,0.0,143.0,884.0,5,5,1,5,884,0,0,884,1.0,0.0,1,0,2,1,3,4,8,0,0.0,5.0,1951.0,3.0,1.0,270.0,3.0,3.0,3,0,0,0,0,195,0,0.0,0,6,2006,10,142000,11.863582336583399,17.11553140416677,5.152288344383057
2463,528477030,20,1,81.0,11216,0,4,4,4,5,1,4,7,7,1,1.0,8,5,2006,2006,2,8,3,3,0.0,0.0,4,3,4,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1489.0,1489.0,5,5,1,5,1489,0,0,1489,0.0,0.0,2,0,3,1,4,7,8,1,4.0,5.0,2006.0,2.0,2.0,776.0,3.0,3.0,3,0,140,0,0,0,0,0.0,0,6,2006,7,232600,12.3570755190667,17.827491571247943,5.36660971039243
2358,527377030,20,3,78.0,10140,0,4,4,4,5,1,9,7,7,1,1.0,6,6,1974,1999,4,8,11,11,3.0,99.0,3,3,5,3.0,3.0,1.0,5.0,663.0,2.0,377.0,0.0,1040.0,5,2,1,5,1309,0,0,1309,1.0,0.0,1,1,3,1,4,5,8,1,2.0,5.0,1974.0,2.0,2.0,484.0,3.0,3.0,3,265,0,0,0,0,648,4.0,0,1,2006,10,181000,12.106252310247962,17.465630171745293,5.2576785748691846
2911,923225260,160,2,42.0,3964,0,4,4,4,5,1,15,7,7,5,2.0,6,4,1973,1973,2,8,12,12,0.0,0.0,3,3,5,4.0,3.0,1.0,5.0,837.0,1.0,0.0,105.0,942.0,5,4,1,5,1291,1230,0,2521,1.0,0.0,2,1,5,1,3,10,4,1,4.0,5.0,1973.0,3.0,2.0,576.0,3.0,3.0,3,728,20,0,0,0,0,4.0,0,6,2006,10,151400,11.927680619985486,17.208005679760458,5.1801258751640535
1699,528112150,20,3,98.0,11428,0,3,4,4,5,1,10,7,7,1,1.0,8,5,2006,2006,2,8,3,3,1.0,248.0,4,3,4,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1626.0,1626.0,5,5,1,5,1634,0,0,1634,0.0,0.0,2,0,3,1,4,7,8,1,4.0,5.0,2006.0,2.0,3.0,866.0,3.0,3.0,3,0,44,0,0,0,0,0.0,0,5,2007,10,250000,12.429216196844383,17.931568569324174,5.3979400086720375
115,534152100,60,3,80.0,10421,0,4,4,4,5,1,9,7,7,1,2.0,7,5,1988,1988,2,8,11,11,3.0,42.0,3,3,5,4.0,3.0,1.0,6.0,394.0,1.0,0.0,586.0,980.0,5,3,1,5,980,734,0,1714,0.0,0.0,2,1,3,1,3,7,8,1,3.0,5.0,1988.0,1.0,2.0,496.0,3.0,3.0,3,228,66,156,0,0,0,3.0,500,3,2010,10,196500,12.188417710291453,17.584169786920693,5.293362554711446
1998,902330090,75,2,75.0,13500,0,4,4,4,4,1,8,7,7,1,2.25,7,8,1879,1987,2,8,2,2,0.0,0.0,3,4,4,3.0,3.0,1.0,1.0,0.0,1.0,0.0,819.0,819.0,5,3,1,4,1312,1142,0,2454,0.0,0.0,2,0,3,1,3,8,8,1,4.0,5.0,1950.0,1.0,2.0,576.0,3.0,3.0,1,0,148,150,0,0,0,3.0,0,2,2007,10,185000,12.128111104060462,17.4971657451784,5.267171728403014
589,534129380,20,3,75.0,9000,0,4,4,4,5,1,9,8,7,1,1.0,6,5,1969,1969,2,8,11,11,3.0,200.0,3,3,5,3.0,3.0,3.0,4.0,955.0,1.0,0.0,261.0,1216.0,5,3,1,5,1216,0,0,1216,1.0,0.0,1,0,3,1,3,5,8,0,0.0,5.0,1969.0,1.0,1.0,336.0,3.0,3.0,3,0,0,0,0,0,0,3.0,0,8,2009,10,113000,11.635143097694478,16.785963247077273,5.05307844348342
1641,527252070,20,3,60.0,8089,0,4,2,4,5,1,3,7,7,1,1.0,8,6,2007,2007,2,8,9,9,3.0,0.0,4,3,4,4.0,3.0,3.0,6.0,945.0,1.0,0.0,474.0,1419.0,5,5,1,5,1419,0,0,1419,1.0,0.0,2,0,2,1,4,7,8,1,4.0,5.0,2007.0,2.0,2.0,567.0,3.0,3.0,3,140,0,0,0,0,0,0.0,0,10,2007,7,392000,12.8790171187726,18.580494128777296,5.593286067020458
2821,908103320,90,3,35.0,9400,0,3,4,4,3,1,21,7,7,3,3.0,6,5,1975,1975,1,3,1,7,3.0,250.0,3,3,5,4.0,4.0,4.0,6.0,945.0,1.0,0.0,0.0,945.0,5,3,1,5,980,0,0,980,0.0,2.0,2,0,4,0,3,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0.0,0,10,2006,10,127500,11.755871643580617,16.960137721520944,5.105510184769974
1846,533221060,160,1,24.0,2117,0,4,4,4,5,1,4,7,7,4,2.0,6,5,2000,2000,2,8,9,9,3.0,216.0,4,3,4,4.0,3.0,1.0,6.0,417.0,1.0,0.0,339.0,756.0,5,5,1,5,769,804,0,1573,0.0,0.0,2,1,3,1,4,4,8,0,0.0,1.0,2000.0,1.0,2.0,440.0,3.0,3.0,3,0,32,0,0,0,0,0.0,0,9,2007,10,177000,12.083905011555967,17.433389834745086,5.247973266361806
1805,528482030,60,1,85.0,10625,0,4,4,4,5,1,4,7,7,1,2.0,6,5,2004,2004,2,8,3,3,3.0,353.0,4,3,4,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1158.0,1158.0,5,5,1,5,1158,1285,0,2443,0.0,0.0,2,1,4,1,4,9,6,1,4.0,3.0,2004.0,2.0,3.0,744.0,3.0,3.0,3,193,127,0,0,0,0,0.0,0,6,2007,10,265000,12.487485104968359,18.015632834112647,5.423245873936808
1853,533244040,60,1,106.0,8413,0,3,4,4,5,1,4,7,7,1,2.0,8,5,1998,1998,2,8,3,3,0.0,0.0,4,4,4,5.0,3.0,2.0,6.0,901.0,1.0,0.0,319.0,1220.0,5,5,1,5,1220,1142,0,2362,1.0,0.0,2,1,3,1,4,8,8,2,3.0,5.0,1998.0,2.0,2.0,1105.0,4.0,3.0,3,147,0,36,0,144,0,0.0,0,6,2007,10,312500,12.652359748158593,18.253496664211536,5.494850021680094
1321,902401120,75,2,75.0,13500,0,4,4,4,5,1,8,9,3,1,2.25,10,9,1893,2000,2,8,2,2,0.0,0.0,5,5,6,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1237.0,1237.0,5,4,1,5,1521,1254,0,2775,0.0,0.0,3,1,3,1,4,9,8,1,4.0,1.0,1988.0,1.0,2.0,880.0,4.0,3.0,3,105,502,0,0,0,0,0.0,0,7,2008,10,325000,12.691580461311874,18.310080192577903,5.511883360978874
564,532478020,20,3,0.0,15676,0,3,1,4,5,1,1,7,7,1,1.0,8,8,1980,1980,2,8,3,3,3.0,115.0,4,4,5,4.0,4.0,4.0,5.0,1733.0,3.0,92.0,189.0,2014.0,5,4,1,5,2014,0,0,2014,1.0,0.0,2,0,2,1,4,6,4,2,4.0,5.0,1980.0,2.0,3.0,864.0,3.0,3.0,3,462,0,0,255,0,0,3.0,0,4,2009,10,275000,12.524526376648708,18.06907209307411,5.439332693830263
1771,528358040,60,3,82.0,9950,0,3,4,4,5,1,12,7,7,1,2.0,7,5,1995,1995,2,8,3,3,3.0,290.0,4,3,4,4.0,3.0,1.0,6.0,565.0,1.0,0.0,638.0,1203.0,5,5,1,5,1214,1306,0,2520,0.0,0.0,2,1,4,1,4,9,8,1,3.0,5.0,1995.0,2.0,3.0,721.0,3.0,3.0,3,224,114,0,0,0,0,0.0,0,6,2007,10,290000,12.577636201962656,18.145693374677023,5.4623979978989565
90,532479070,20,3,39.0,15410,0,3,4,4,3,1,6,2,7,1,1.0,6,6,1974,2002,4,8,7,7,4.0,250.0,3,4,5,3.0,3.0,4.0,4.0,126.0,6.0,859.0,223.0,1208.0,5,5,1,5,1494,0,0,1494,1.0,0.0,2,0,3,1,3,7,8,2,2.0,5.0,1974.0,3.0,2.0,461.0,3.0,3.0,3,296,0,186,0,0,0,4.0,0,4,2010,10,169000,12.037653993905211,17.36666372094427,5.227886704613674
2684,903235020,30,2,50.0,6000,0,4,4,4,5,1,25,7,7,1,1.0,5,7,1921,1950,2,8,2,1,0.0,0.0,3,3,5,3.0,3.0,1.0,2.0,616.0,1.0,0.0,0.0,616.0,5,4,1,5,616,0,0,616,0.0,0.0,1,0,2,1,3,4,8,0,0.0,1.0,1921.0,1.0,1.0,205.0,3.0,3.0,3,0,0,129,0,0,0,0.0,0,6,2006,10,89000,11.396391648714276,16.441517715628486,4.949390006644912
13,527166040,60,3,63.0,8402,0,3,4,4,5,1,20,7,7,1,2.0,6,5,1998,1998,2,8,3,3,0.0,0.0,3,3,4,4.0,3.0,1.0,1.0,0.0,1.0,0.0,789.0,789.0,5,4,1,5,789,676,0,1465,0.0,0.0,2,1,3,1,3,7,8,1,4.0,5.0,1998.0,3.0,2.0,393.0,3.0,3.0,3,0,75,0,0,0,0,0.0,0,5,2010,10,180400,12.10293188661066,17.460839813030105,5.256236533205923
445,528142130,20,3,85.0,10655,0,3,4,4,5,1,10,7,7,1,1.0,8,5,2003,2004,2,8,3,3,3.0,296.0,4,3,4,4.0,3.0,1.0,6.0,1124.0,0.0,479.0,1603.0,3206.0,5,5,1,5,1629,0,0,1629,1.0,0.0,2,0,3,1,4,7,8,1,4.0,5.0,2003.0,2.0,3.0,880.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0,10,2009,10,284000,12.556729517143344,18.11553140416677,5.453318340047038
1914,535106140,20,3,70.0,10150,0,4,4,4,5,1,9,8,7,1,1.0,5,5,1958,1958,2,8,2,2,0.0,1.0,3,3,5,3.0,3.0,1.0,3.0,456.0,1.0,0.0,456.0,912.0,5,5,1,4,912,0,0,912,0.0,0.0,1,0,2,1,3,5,8,0,0.0,5.0,1958.0,2.0,1.0,275.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0,7,2007,6,114500,11.648330101976432,16.80498807275903,5.058805486675907
2811,907410110,20,3,84.0,10084,0,4,4,4,5,1,23,7,7,1,1.0,7,5,2005,2006,2,8,3,3,3.0,196.0,4,3,4,4.0,3.0,3.0,6.0,24.0,1.0,0.0,1528.0,1552.0,5,5,1,5,1552,0,0,1552,0.0,0.0,2,0,3,1,4,7,8,0,0.0,5.0,2005.0,2.0,3.0,782.0,3.0,3.0,3,144,20,0,0,0,0,0.0,0,7,2006,7,212900,12.26857785088157,17.69981642422702,5.328175661438323
850,907194110,20,3,67.0,16285,0,2,4,4,5,1,23,7,7,1,1.0,7,5,2001,2002,2,8,3,3,0.0,0.0,4,3,4,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1413.0,1413.0,5,5,1,5,1430,0,0,1430,0.0,0.0,2,0,3,1,4,6,8,0,0.0,5.0,2001.0,2.0,2.0,605.0,3.0,3.0,3,0,33,0,0,0,0,0.0,0,6,2009,10,187100,12.139398512262181,17.51345003301551,5.27207378750001
1844,533213140,160,1,34.0,3230,0,4,4,4,4,1,4,7,7,5,2.0,6,5,1999,1999,2,8,9,9,3.0,1129.0,3,3,4,4.0,3.0,1.0,6.0,419.0,1.0,0.0,310.0,729.0,5,4,1,5,729,729,0,1458,0.0,0.0,2,1,2,1,3,5,8,1,2.0,1.0,1999.0,1.0,2.0,440.0,3.0,3.0,3,0,32,0,0,0,0,0.0,0,6,2007,10,176000,12.078239274020289,17.425215903299385,5.2455126678141495
2225,909428340,20,3,0.0,21579,0,3,4,4,3,1,22,7,7,1,1.0,6,6,1968,1968,4,8,11,14,0.0,0.0,3,3,4,4.0,3.0,1.0,4.0,813.0,1.0,0.0,675.0,1488.0,5,5,1,5,1488,0,0,1488,0.0,1.0,2,0,3,1,3,7,8,2,4.0,5.0,1968.0,2.0,2.0,552.0,3.0,3.0,3,0,0,216,0,0,0,0.0,0,9,2007,9,215000,12.2783933071098,17.713977134251547,5.332438459915605
1477,907412080,60,3,64.0,8320,0,4,4,4,5,1,23,7,7,1,2.0,7,5,2004,2004,2,8,3,3,0.0,0.0,4,3,4,4.0,3.0,1.0,6.0,490.0,1.0,0.0,280.0,770.0,5,5,1,5,770,812,0,1582,0.0,0.0,2,1,3,1,4,6,8,0,0.0,5.0,2004.0,2.0,2.0,520.0,3.0,3.0,3,0,45,0,0,0,0,0.0,0,9,2008,10,185900,12.132964173709535,17.504167244694205,5.269279389771898
399,527405160,20,3,60.0,6960,0,4,4,4,5,1,9,7,7,1,1.0,4,6,1970,1970,2,8,11,7,0.0,0.0,3,3,5,3.0,3.0,1.0,5.0,375.0,4.0,239.0,250.0,864.0,5,3,1,5,864,0,0,864,0.0,0.0,1,0,3,1,4,5,8,0,0.0,1.0,1989.0,1.0,2.0,660.0,3.0,3.0,3,96,0,0,0,0,0,0.0,500,11,2009,10,120500,11.699405031912846,16.878673620892048,5.080987046910887
2431,528231050,60,3,60.0,21930,0,1,4,4,5,1,20,5,7,1,2.0,5,5,2005,2005,2,8,3,3,0.0,0.0,4,3,4,4.0,4.0,3.0,1.0,0.0,1.0,0.0,732.0,732.0,5,5,1,5,734,1104,0,1838,0.0,0.0,2,1,4,1,3,7,8,1,4.0,3.0,2005.0,3.0,2.0,372.0,3.0,3.0,3,100,40,0,0,0,0,0.0,0,7,2006,10,192140,12.16597955196373,17.551798367174605,5.283617786365643
1605,923277030,20,3,60.0,6600,0,4,4,4,5,1,14,7,7,1,1.0,5,9,1982,2008,2,8,3,3,0.0,0.0,4,4,5,3.0,3.0,1.0,5.0,641.0,1.0,0.0,175.0,816.0,5,5,1,5,816,0,0,816,0.0,1.0,1,0,3,1,4,5,8,1,5.0,5.0,1982.0,1.0,1.0,264.0,3.0,3.0,3,0,0,0,0,0,0,3.0,0,10,2008,10,130500,11.779128505744886,16.99369028123197,5.1156105116743
1426,906412010,20,3,91.0,11778,0,4,4,4,5,1,23,7,7,1,1.0,9,5,2008,2008,4,8,3,3,1.0,554.0,4,3,4,4.0,3.0,4.0,6.0,2085.0,1.0,0.0,186.0,2271.0,5,5,1,5,2276,0,0,2276,1.0,0.0,2,0,3,1,5,7,8,2,4.0,5.0,2008.0,2.0,3.0,1348.0,4.0,3.0,3,0,0,70,0,255,0,0.0,0,6,2008,10,475000,13.071070083016778,18.857567987880397,5.676693609624866
2240,910204090,30,2,60.0,8967,0,4,4,4,4,1,17,7,7,1,1.0,5,2,1920,1950,2,8,9,9,0.0,0.0,3,2,6,2.0,1.0,1.0,1.0,0.0,1.0,0.0,961.0,961.0,5,4,1,1,1077,0,0,1077,0.0,0.0,1,0,2,1,3,6,3,0,0.0,1.0,1920.0,1.0,1.0,338.0,1.0,1.0,1,0,0,0,0,0,0,0.0,0,11,2007,10,67000,11.112447898373103,16.03187347511986,4.826074802700826
1706,528144050,60,3,86.0,10562,0,4,4,4,5,1,10,7,7,1,2.0,8,5,2007,2007,2,8,3,3,1.0,300.0,4,3,4,5.0,3.0,1.0,6.0,1288.0,1.0,0.0,294.0,1582.0,5,5,1,5,1610,551,0,2161,1.0,0.0,1,1,3,1,5,8,8,1,4.0,5.0,2007.0,3.0,3.0,789.0,3.0,3.0,3,178,120,0,0,0,0,0.0,0,11,2007,7,325624,12.693498620467778,18.312847511279763,5.512716406915696
2252,914460110,20,3,44.0,12864,0,3,4,4,3,1,14,7,7,1,1.0,7,5,2002,2002,2,8,3,3,0.0,0.0,4,3,4,4.0,3.0,1.0,6.0,1392.0,1.0,0.0,17.0,1409.0,5,5,1,5,1409,0,0,1409,1.0,0.0,1,1,1,1,4,4,8,1,4.0,5.0,2002.0,2.0,2.0,576.0,3.0,3.0,3,0,144,0,0,145,0,0.0,0,7,2007,10,245000,12.409013489526863,17.902422223664658,5.389166084364533
1136,531375110,20,3,66.0,13695,0,4,4,4,5,1,5,1,7,1,1.0,5,5,2004,2004,2,8,3,3,0.0,0.0,3,3,4,3.0,3.0,1.0,6.0,646.0,1.0,0.0,468.0,1114.0,5,5,1,5,1114,0,0,1114,1.0,0.0,1,1,3,1,4,6,8,0,0.0,1.0,2004.0,1.0,2.0,576.0,3.0,3.0,3,0,102,0,0,0,0,0.0,0,6,2008,10,159000,11.976659481202368,17.278667239946444,5.201397124320452
1877,534204120,20,3,79.0,10289,0,4,4,4,5,1,9,7,7,1,1.0,5,7,1965,1965,4,8,9,9,3.0,168.0,3,3,5,3.0,3.0,1.0,5.0,836.0,1.0,0.0,237.0,1073.0,5,3,1,5,1073,0,0,1073,1.0,0.0,1,1,3,1,3,6,8,0,0.0,5.0,1965.0,2.0,2.0,515.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0,6,2007,10,156000,11.957611286231675,17.251186503524334,5.193124598354461
424,528106020,20,3,105.0,15431,0,4,4,4,5,1,10,7,7,1,1.0,10,5,2008,2008,4,8,3,3,1.0,200.0,5,3,4,5.0,3.0,4.0,6.0,1767.0,5.0,539.0,788.0,3094.0,5,5,1,5,2402,0,0,2402,1.0,0.0,2,0,2,1,5,10,8,2,4.0,5.0,2008.0,3.0,3.0,672.0,3.0,3.0,3,0,72,0,0,170,0,0.0,0,4,2009,10,555000,13.226723392728571,19.082128245899554,5.744292983122676
1182,533251120,20,3,0.0,11120,0,3,4,4,3,1,1,7,7,1,1.0,6,6,1984,1984,2,8,7,7,0.0,0.0,3,3,4,4.0,3.0,1.0,4.0,660.0,1.0,0.0,572.0,1232.0,5,3,1,5,1232,0,0,1232,0.0,0.0,2,0,3,1,3,6,8,0,0.0,5.0,1984.0,1.0,2.0,516.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0,6,2008,10,162500,11.998433280751929,17.310080192577903,5.210853365314893
2750,906225180,90,3,73.0,9069,0,4,4,4,5,1,5,7,7,3,3.0,6,8,1993,1993,2,8,11,11,0.0,0.0,4,4,4,4.0,3.0,3.0,2.0,261.0,6.0,1083.0,0.0,1344.0,5,4,1,5,1440,0,0,1440,2.0,0.0,2,0,2,2,4,8,8,0,0.0,5.0,1993.0,1.0,4.0,920.0,3.0,3.0,3,288,0,0,0,0,0,0.0,0,4,2006,10,224500,12.321630986164447,17.776355919403233,5.351216345339342
1016,527276040,20,3,0.0,47280,0,3,4,4,5,1,20,7,7,1,1.0,6,5,1950,1950,4,8,17,17,3.0,44.0,3,3,5,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1488.0,1488.0,5,4,1,5,1488,0,0,1488,0.0,0.0,2,1,3,1,3,6,8,1,3.0,5.0,1950.0,2.0,2.0,738.0,3.0,3.0,3,0,0,180,0,0,0,0.0,0,7,2008,10,133000,11.79810440720389,17.021066720163276,5.123851640967086
2436,528250060,60,3,63.0,7875,0,4,4,4,5,1,20,7,7,1,2.0,7,5,2003,2003,2,8,3,3,0.0,0.0,4,3,4,4.0,3.0,1.0,1.0,0.0,1.0,0.0,783.0,783.0,5,5,1,5,807,702,0,1509,0.0,0.0,2,1,3,1,4,8,8,1,4.0,5.0,2003.0,3.0,2.0,393.0,3.0,3.0,3,0,75,0,0,0,0,0.0,0,7,2006,10,180000,12.100712129872347,17.457637380991763,5.2552725051033065
1607,923277080,20,3,60.0,6600,0,4,4,4,5,1,14,7,7,1,1.0,5,6,1982,2005,2,8,11,7,0.0,0.0,3,3,5,3.0,3.0,1.0,6.0,638.0,1.0,0.0,207.0,845.0,5,4,1,5,845,0,0,845,0.0,0.0,1,0,3,1,4,6,8,0,0.0,5.0,1982.0,1.0,1.0,264.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0,7,2008,10,134500,11.809319478024031,17.037246647218712,5.128722284338426
2337,527216050,60,3,66.0,13682,0,2,2,4,3,1,3,7,7,1,2.0,10,5,2006,2006,4,8,3,3,3.0,1031.0,5,3,4,5.0,3.0,4.0,1.0,0.0,1.0,0.0,1410.0,1410.0,5,5,1,5,1426,1519,0,2945,0.0,0.0,3,1,3,1,4,10,8,1,4.0,3.0,2006.0,3.0,3.0,641.0,3.0,3.0,3,192,0,37,0,0,0,0.0,0,10,2006,7,438780,12.991753427493052,18.743138242296418,5.642246823807891
1233,535105090,80,3,101.0,9150,0,3,4,4,4,1,9,7,7,1,4.0,6,5,1962,1962,2,3,7,7,3.0,305.0,3,3,5,4.0,3.0,4.0,6.0,371.0,1.0,0.0,728.0,1099.0,5,4,1,5,1431,0,0,1431,0.0,1.0,1,0,3,1,3,6,8,1,4.0,4.0,1962.0,2.0,1.0,296.0,3.0,3.0,3,64,110,0,0,0,0,0.0,0,12,2008,10,165000,12.013700752882718,17.3321064989079,5.217483944213907
419,527455240,20,3,65.0,7150,0,4,4,4,5,1,9,7,7,1,1.0,5,5,1967,1967,2,8,11,11,3.0,60.0,3,3,5,3.0,3.0,1.0,4.0,432.0,1.0,0.0,460.0,892.0,5,3,1,5,892,0,0,892,0.0,0.0,1,0,3,1,3,5,8,0,0.0,5.0,1967.0,2.0,1.0,288.0,3.0,3.0,3,0,0,0,0,0,0,2.0,0,7,2009,10,100000,11.512925464970229,16.609640474436812,5.0
